chr	start	strand	ConMethReadCount	ConUMethReadCount	DisReadCount	NAReadCount
chr10	114712535	+	0	22	3	0
chr10	114712541	+	0	21	2	0
chr10	114712862	+	0	0	0	14
chr10	114712866	+	0	0	0	14
chr10	114712873	+	0	0	0	14
chr10	114720363	+	0	0	0	11
chr10	114731364	+	0	0	0	46
chr10	114732926	+	0	0	0	35
chr10	114751580	+	0	0	0	19
chr10	114751594	+	0	0	0	19
chr10	114752348	+	0	0	0	20
chr10	114755236	+	0	0	0	13
chr10	114755247	+	0	0	0	13
chr10	114755254	+	0	0	0	13
chr10	114760684	+	0	0	0	18
chr10	114760799	+	0	0	0	21
chr10	114772670	+	0	0	0	23
chr10	114772691	+	0	0	0	23
chr10	114772693	+	0	0	0	23
chr10	114823362	+	0	0	0	45
chr10	114844105	+	0	0	0	31
chr10	114844513	+	0	0	0	33
chr10	114886553	+	0	51	2	2
chr10	114886556	+	0	51	2	1
chr10	114886558	+	0	51	2	2
chr10	114886580	+	0	51	2	1
chr10	114886602	+	0	19	4	0
chr10	114886608	+	0	19	4	0
chr10	114886620	+	0	19	4	0
chr10	114886623	+	0	19	4	0
chr10	114886652	+	0	10	6	0
chr10	114886655	+	0	10	6	0
chr10	114886658	+	0	10	6	0
chr10	114886662	+	0	10	6	0
chr10	114886666	+	0	10	5	0
chr10	114886678	+	0	10	6	0
chr10	114886680	+	0	10	6	0
chr10	114886687	+	0	13	0	0
chr10	114886692	+	0	13	0	0
chr10	114886702	+	0	13	0	0
chr10	114886704	+	0	13	0	0
chr10	114886706	+	0	13	0	0
chr10	114886720	+	0	12	0	0
chr10	114892699	+	0	0	0	70
chr10	114943475	+	0	0	0	10
chr10	114943478	+	0	0	0	10
chr10	114943541	+	0	0	0	20
chr10	115003944	+	0	0	0	39
chr10	115003971	+	0	0	0	39
chr10	115003976	+	0	0	0	38
chr10	115019858	+	0	0	0	63
chr10	115019890	+	0	0	0	63
chr10	115033264	+	0	0	0	26
chr10	115043261	+	0	0	0	37
chr10	115043357	+	0	0	0	18
chr10	115059235	+	0	0	0	39
chr10	115218480	+	0	0	0	31
chr10	115279543	+	0	0	0	10
chr10	115350388	+	0	0	0	25
chr10	115350393	+	0	0	0	25
chr10	115354138	+	0	0	0	40
chr10	115364606	+	0	0	0	22
chr10	115364613	+	0	0	0	22
chr10	115425412	+	0	0	0	35
chr10	115439974	+	0	0	0	58
chr10	115439994	+	0	0	0	58
chr10	115497549	+	0	0	0	16
chr10	115614667	+	0	16	0	0
chr10	115614679	+	0	16	0	0
chr10	115614681	+	0	16	0	0
chr10	115614690	+	0	16	0	0
chr10	115614700	+	0	16	0	0
chr10	115614804	+	0	0	0	14
chr10	115614822	+	0	0	0	14
chr10	115614825	+	0	0	0	14
chr10	115614843	+	0	15	1	0
chr10	115614860	+	0	15	1	0
chr10	115614866	+	0	15	1	0
chr10	115614869	+	0	11	0	0
chr10	115614877	+	0	14	1	0
chr10	115711412	+	0	0	0	11
chr10	115803552	+	0	0	0	51
chr10	115803577	+	0	0	0	47
chr10	115803643	+	0	17	0	2
chr10	115803646	+	0	17	0	1
chr10	115803661	+	0	17	0	2
chr10	115803667	+	0	17	0	1
chr10	115803819	+	0	0	0	40
chr10	115803845	+	0	0	0	42
chr10	115803874	+	0	50	3	1
chr10	115803881	+	0	50	3	1
chr10	115803888	+	0	50	3	1
chr10	115803897	+	0	49	3	0
chr10	115803899	+	0	47	3	0
chr10	115805163	+	1	43	13	0
chr10	115805169	+	1	43	13	0
chr10	115805174	+	1	43	13	0
chr10	115805178	+	1	43	13	0
chr10	115805181	+	1	43	13	0
chr10	115805184	+	1	43	13	0
chr10	115805187	+	1	43	12	0
chr10	115805190	+	1	43	12	0
chr10	115805196	+	0	40	11	0
chr10	115805238	+	0	27	10	0
chr10	115805247	+	0	27	10	0
chr10	115805250	+	0	27	10	0
chr10	115805255	+	0	27	10	0
chr10	115805258	+	0	27	10	0
chr10	115805261	+	0	27	10	0
chr10	115805268	+	0	26	8	0
chr10	115805676	+	0	0	0	67
chr10	115815032	+	0	0	0	59
chr10	115821160	+	0	0	0	29
chr10	115821171	+	0	0	0	29
chr10	115860606	+	0	0	0	101
chr10	115860638	+	0	0	0	95
chr10	115862760	+	0	0	0	23
chr10	115862764	+	0	0	0	23
chr10	115934121	+	0	0	0	33
chr10	115934143	+	0	0	0	33
chr10	115934148	+	0	0	0	32
chr10	115934253	+	0	0	0	30
chr10	115934261	+	0	0	0	30
chr10	115934285	+	0	0	0	28
chr10	115934576	+	0	0	0	16
chr10	115934594	+	0	0	0	16
chr10	115940219	+	0	0	0	63
chr10	115971072	+	0	0	0	38
chr10	115999159	+	0	40	1	0
chr10	115999164	+	0	40	1	0
chr10	115999169	+	0	39	1	0
chr10	115999174	+	0	39	1	0
chr10	115999224	+	0	29	2	0
chr10	115999228	+	0	29	2	0
chr10	115999245	+	0	29	2	0
chr10	115999250	+	0	29	2	0
chr10	115999590	+	0	36	15	8
chr10	115999594	+	0	36	15	8
chr10	115999602	+	0	36	15	8
chr10	115999621	+	0	36	15	0
chr10	116041089	+	0	0	0	69
chr10	116041095	+	0	0	0	69
chr10	116041106	+	0	0	0	69
chr10	116048897	+	0	0	0	35
chr10	116048904	+	0	0	0	35
chr10	116048912	+	0	0	0	35
chr10	116048956	+	0	0	0	11
chr10	116048962	+	0	0	0	11
chr10	116060273	+	0	0	0	29
chr10	116061880	+	0	0	0	30
chr10	116061887	+	0	0	0	30
chr10	116061899	+	0	0	0	30
chr10	116070916	+	0	0	0	34
chr10	116079689	+	0	0	0	27
chr10	116080418	+	0	0	0	30
chr10	116080424	+	0	0	0	30
chr10	116080520	+	0	0	0	17
chr10	116080533	+	0	0	0	17
chr10	116146322	+	0	0	0	27
chr10	116157312	+	0	0	0	42
chr10	116162884	+	0	0	0	50
chr10	116162897	+	0	0	0	51
chr10	116163160	+	0	0	0	20
chr10	116163187	+	0	0	0	19
chr10	116163461	+	0	14	0	0
chr10	116163466	+	0	14	0	0
chr10	116163471	+	0	14	0	0
chr10	116163478	+	0	14	0	26
chr10	116163488	+	0	14	0	26
chr10	116163504	+	0	0	0	26
chr10	116163580	+	1	27	0	0
chr10	116163593	+	1	27	0	0
chr10	116163600	+	1	27	0	0
chr10	116163607	+	1	27	0	0
chr10	116163702	+	0	0	0	49
chr10	116163715	+	0	0	0	49
chr10	116163717	+	0	0	0	48
chr10	116163778	+	0	0	0	14
chr10	116163800	+	0	0	0	14
chr10	116163905	+	0	0	0	19
chr10	116163980	+	0	0	0	41
chr10	116163998	+	0	0	0	41
chr10	116164003	+	0	0	0	41
chr10	116164264	+	0	26	0	0
chr10	116164267	+	0	26	0	0
chr10	116164271	+	0	26	0	0
chr10	116164279	+	0	26	0	0
chr10	116164288	+	0	26	0	0
chr10	116164291	+	0	25	0	0
chr10	116164293	+	0	25	0	0
chr10	116164327	+	0	21	1	0
chr10	116164339	+	0	21	1	0
chr10	116164345	+	0	21	1	0
chr10	116164348	+	0	21	1	0
chr10	116164350	+	0	21	1	0
chr10	116164436	+	0	38	4	0
chr10	116164441	+	0	38	4	0
chr10	116164444	+	0	38	4	0
chr10	116164457	+	0	38	4	0
chr10	116164469	+	0	35	2	0
chr10	116164535	+	0	54	3	0
chr10	116164541	+	0	55	3	0
chr10	116164544	+	0	55	3	0
chr10	116164554	+	0	55	3	0
chr10	116164565	+	0	52	3	0
chr10	116164991	+	0	0	0	15
chr10	116165009	+	0	0	0	15
chr10	116307367	+	28	9	9	0
chr10	116307386	+	28	9	9	0
chr10	116307388	+	28	9	9	0
chr10	116307394	+	28	9	9	0
chr10	116307396	+	27	8	9	0
chr10	116307425	+	0	0	0	17
chr10	116307440	+	0	0	0	17
chr10	116331044	+	0	0	0	33
chr10	116331078	+	0	0	0	32
chr10	116367065	+	0	0	0	23
chr10	116367078	+	0	0	0	23
chr10	116367098	+	0	0	0	21
chr10	116370559	+	0	0	0	30
chr10	116391683	+	1	56	5	3
chr10	116391692	+	1	56	5	3
chr10	116391695	+	1	56	5	3
chr10	116391716	+	1	56	5	0
chr10	116411625	+	0	0	0	66
chr10	116454655	+	0	0	0	62
chr10	116454667	+	0	0	0	62
chr10	116454675	+	0	0	0	62
chr10	116527525	+	0	22	2	0
chr10	116527540	+	0	22	2	0
chr10	116527542	+	0	22	2	0
chr10	116527557	+	0	22	2	0
chr10	116527733	+	0	38	2	0
chr10	116527736	+	0	38	2	0
chr10	116527738	+	0	38	2	0
chr10	116527745	+	0	38	2	0
chr10	116527756	+	0	38	2	0
chr10	116527764	+	0	38	2	0
chr10	116527782	+	0	0	0	59
chr10	116527795	+	0	0	0	58
chr10	116527851	+	0	64	4	23
chr10	116527864	+	0	65	4	22
chr10	116527877	+	0	65	4	23
chr10	116527884	+	0	65	4	1
chr10	116527940	+	0	37	4	0
chr10	116527945	+	0	37	4	0
chr10	116527951	+	0	37	4	0
chr10	116527954	+	0	37	4	0
chr10	116527958	+	0	37	4	0
chr10	116527973	+	0	34	4	0
chr10	116528030	+	0	30	1	0
chr10	116528034	+	0	30	1	0
chr10	116528036	+	0	30	1	0
chr10	116528042	+	0	30	1	0
chr10	116528052	+	0	30	1	0
chr10	116528054	+	0	30	1	0
chr10	116528058	+	0	29	1	0
chr10	116528060	+	0	28	1	0
chr10	116528498	+	0	0	0	30
chr10	116561395	+	0	0	0	58
chr10	116581358	+	0	0	0	22
chr10	116581368	+	0	0	0	22
chr10	116581386	+	0	0	0	22
chr10	116581482	+	0	51	2	0
chr10	116581489	+	0	51	2	0
chr10	116581492	+	0	50	2	0
chr10	116581495	+	0	51	2	0
chr10	116581509	+	0	51	2	0
chr10	116581511	+	0	51	2	0
chr10	116581514	+	0	46	2	0
chr10	116581588	+	0	58	5	0
chr10	116581595	+	0	58	5	0
chr10	116581603	+	0	58	5	0
chr10	116581606	+	0	58	5	0
chr10	116581610	+	0	58	5	0
chr10	116581619	+	0	58	5	0
chr10	116581622	+	0	54	5	0
chr10	116581646	+	0	56	2	0
chr10	116581652	+	0	56	2	0
chr10	116581655	+	0	56	2	0
chr10	116581660	+	0	56	2	0
chr10	116581664	+	0	56	2	0
chr10	116581666	+	0	56	2	0
chr10	116581679	+	0	43	2	0
chr10	116581683	+	0	0	0	51
chr10	116581700	+	0	0	0	51
chr10	116581712	+	0	0	0	51
chr10	116581754	+	0	48	4	0
chr10	116581761	+	0	48	4	0
chr10	116581772	+	0	48	4	0
chr10	116581775	+	0	48	4	0
chr10	116581778	+	0	48	4	0
chr10	116581781	+	0	47	4	0
chr10	116581829	+	0	0	0	41
chr10	116581998	+	0	16	2	19
chr10	116582019	+	0	15	2	20
chr10	116582023	+	0	15	2	19
chr10	116582032	+	0	15	2	1
chr10	116582056	+	0	46	3	1
chr10	116582064	+	0	46	3	2
chr10	116582078	+	0	46	3	2
chr10	116582087	+	0	46	3	0
chr10	116582090	+	0	42	3	0
chr10	116582152	+	0	68	2	0
chr10	116582167	+	0	68	2	0
chr10	116582174	+	0	68	2	0
chr10	116582177	+	0	68	2	0
chr10	116582181	+	0	67	2	0
chr10	116582210	+	0	36	4	0
chr10	116582218	+	0	36	4	0
chr10	116582232	+	0	36	4	0
chr10	116582238	+	0	36	4	0
chr10	116582279	+	0	0	0	10
chr10	116582297	+	0	0	0	10
chr10	116636717	+	0	0	0	23
chr10	116698162	+	0	0	0	12
chr10	116698168	+	0	0	0	12
chr10	116698189	+	0	0	0	12
chr10	116756727	+	0	0	0	31
chr10	116756751	+	0	0	0	31
chr10	116787708	+	0	0	0	26
chr10	116787741	+	0	0	0	24
chr10	116816686	+	0	0	0	42
chr10	116852868	+	0	46	4	0
chr10	116852892	+	0	47	4	0
chr10	116852894	+	0	47	4	0
chr10	116852896	+	0	47	4	0
chr10	116852898	+	0	40	4	0
chr10	116853245	+	0	21	0	0
chr10	116853250	+	0	21	0	0
chr10	116853253	+	0	21	0	0
chr10	116853255	+	0	21	0	0
chr10	116853267	+	0	21	0	0
chr10	116853272	+	0	21	0	0
chr10	116853438	+	0	68	6	7
chr10	116853465	+	0	68	6	7
chr10	116853468	+	0	68	6	4
chr10	116853472	+	0	68	6	1
chr10	116853707	+	0	0	0	61
chr10	116853721	+	0	0	0	61
chr10	116853726	+	0	0	0	61
chr10	116853757	+	0	0	0	66
chr10	116853817	+	0	35	2	0
chr10	116853824	+	0	35	2	0
chr10	116853843	+	0	35	2	0
chr10	116853849	+	0	35	2	0
chr10	116853911	+	0	26	6	0
chr10	116853915	+	0	26	6	0
chr10	116853931	+	0	26	6	0
chr10	116853933	+	0	26	6	0
chr10	116853935	+	0	26	6	0
chr10	116853938	+	0	25	6	0
chr10	116853944	+	0	22	4	0
chr10	117590722	+	0	0	0	33
chr10	117591038	+	0	0	0	32
chr10	117591054	+	0	0	0	32
chr10	117591059	+	0	0	0	32
chr10	117640829	+	0	0	0	30
chr10	117677822	+	0	0	0	26
chr10	117677856	+	0	0	0	26
chr10	117842659	+	0	0	0	47
chr10	117858095	+	0	0	0	48
chr10	117869079	+	0	0	0	45
chr10	117869164	+	0	0	0	19
chr10	117869172	+	0	0	0	19
chr10	117869184	+	0	0	0	19
chr10	117952283	+	0	0	0	35
chr10	117952383	+	0	0	0	12
chr10	117978255	+	0	0	0	13
chr10	117978270	+	0	0	0	13
chr10	117997641	+	0	0	0	27
chr10	117997667	+	0	0	0	27
chr10	118008527	+	0	0	0	10
chr10	118008557	+	0	0	0	10
chr10	118030707	+	0	0	0	71
chr10	118030733	+	0	0	0	70
chr10	118030739	+	0	0	0	60
chr10	118030827	+	0	34	5	3
chr10	118030833	+	0	34	5	3
chr10	118030848	+	0	34	5	3
chr10	118030861	+	0	34	5	0
chr10	118030993	+	0	31	10	11
chr10	118031008	+	0	31	10	11
chr10	118031015	+	0	31	10	11
chr10	118031027	+	0	31	10	0
chr10	118031045	+	0	29	6	0
chr10	118031049	+	0	29	6	0
chr10	118031051	+	0	29	6	0
chr10	118031053	+	0	29	6	0
chr10	118031060	+	0	29	6	0
chr10	118031062	+	0	29	6	0
chr10	118031547	+	0	30	0	0
chr10	118031550	+	0	30	0	0
chr10	118031552	+	0	30	0	0
chr10	118031565	+	0	30	0	0
chr10	118031632	+	0	0	0	55
chr10	118031654	+	0	0	0	55
chr10	118031732	+	0	45	3	0
chr10	118031740	+	0	45	3	0
chr10	118031746	+	0	45	3	0
chr10	118031753	+	0	44	3	0
chr10	118031759	+	0	45	3	0
chr10	118031829	+	0	0	0	24
chr10	118032231	+	0	0	0	46
chr10	118032246	+	0	0	0	46
chr10	118032250	+	0	0	0	46
chr10	118032288	+	0	0	0	67
chr10	118032295	+	0	0	0	67
chr10	118032312	+	0	0	0	66
chr10	118032355	+	0	25	2	0
chr10	118032364	+	0	25	2	0
chr10	118032381	+	0	25	2	0
chr10	118032384	+	0	25	2	0
chr10	118032386	+	0	24	2	0
chr10	118032388	+	0	23	2	0
chr10	118032434	+	0	48	3	0
chr10	118032448	+	0	48	3	0
chr10	118032452	+	0	48	3	0
chr10	118032458	+	0	48	3	0
chr10	118059428	+	0	0	0	55
chr10	118153186	+	0	0	0	24
chr10	118153200	+	0	0	0	24
chr10	118153204	+	0	0	0	24
chr10	118153913	+	18	0	4	0
chr10	118153919	+	18	0	4	0
chr10	118153921	+	18	0	4	0
chr10	118153935	+	18	0	4	0
chr10	118153946	+	18	0	4	0
chr10	118288324	+	0	0	0	26
chr10	118350475	+	0	0	0	18
chr10	118368634	+	13	4	11	0
chr10	118368639	+	13	4	11	0
chr10	118368642	+	13	4	11	0
chr10	118368653	+	13	4	11	0
chr10	118368880	+	0	0	0	13
chr10	118369018	+	0	0	0	68
chr10	118369052	+	0	0	0	64
chr10	118369082	+	0	0	0	57
chr10	118387106	+	0	26	4	24
chr10	118387113	+	0	26	4	24
chr10	118387120	+	0	26	4	24
chr10	118387140	+	0	26	4	0
chr10	118387425	+	0	13	7	0
chr10	118387431	+	0	13	7	0
chr10	118387438	+	0	13	7	0
chr10	118387447	+	0	13	7	0
chr10	118387454	+	0	13	7	0
chr10	118392715	+	0	0	0	10
chr10	118392864	+	0	0	0	27
chr10	118427597	+	0	0	0	26
chr10	118427617	+	0	0	0	26
chr10	118434404	+	0	0	0	40
chr10	118434408	+	0	0	0	40
chr10	118434415	+	0	0	0	40
chr10	118434471	+	0	0	0	57
chr10	118434492	+	0	0	0	57
chr10	118434498	+	0	0	0	57
chr10	118434725	+	77	0	10	1
chr10	118434728	+	77	0	10	0
chr10	118434742	+	77	0	10	1
chr10	118434744	+	77	0	10	1
chr10	118442509	+	0	0	0	14
chr10	118461919	+	0	0	0	23
chr10	118461931	+	0	0	0	23
chr10	118465979	+	0	0	0	24
chr10	118467647	+	0	0	0	18
chr10	118467658	+	0	0	0	11
chr10	118467660	+	0	0	0	11
chr10	118490634	+	0	0	0	13
chr10	118490662	+	0	0	0	14
chr10	118500914	+	0	0	0	23
chr10	118500934	+	0	0	0	23
chr10	118500940	+	0	0	0	23
chr10	118500990	+	1	21	2	0
chr10	118500993	+	1	21	2	0
chr10	118500997	+	1	21	2	0
chr10	118501003	+	1	21	2	0
chr10	118501006	+	1	21	2	0
chr10	118501096	+	0	0	0	39
chr10	118501105	+	0	0	0	39
chr10	118501431	+	0	0	0	27
chr10	118501446	+	0	0	0	25
chr10	118501994	+	0	63	0	0
chr10	118501999	+	0	63	0	0
chr10	118502001	+	0	63	0	0
chr10	118502017	+	0	62	0	0
chr10	118502022	+	0	62	0	0
chr10	118502026	+	0	62	0	0
chr10	118502085	+	0	53	2	0
chr10	118502092	+	0	53	2	0
chr10	118502098	+	0	53	2	0
chr10	118502109	+	0	53	2	0
chr10	118502111	+	0	53	2	0
chr10	118502118	+	0	50	2	0
chr10	118502192	+	0	41	1	1
chr10	118502202	+	0	41	1	1
chr10	118502211	+	0	39	1	1
chr10	118502215	+	0	41	1	0
chr10	118502217	+	0	38	1	0
chr10	118502235	+	0	50	2	0
chr10	118502243	+	0	50	2	0
chr10	118502250	+	0	51	2	0
chr10	118502254	+	0	51	2	0
chr10	118502263	+	0	51	2	0
chr10	118502268	+	0	49	2	0
chr10	118502293	+	0	41	0	0
chr10	118502299	+	0	41	0	0
chr10	118502305	+	0	41	0	0
chr10	118502309	+	0	40	0	0
chr10	118502313	+	0	41	0	0
chr10	118502318	+	0	41	0	0
chr10	118502324	+	0	35	0	0
chr10	118502351	+	0	23	2	0
chr10	118502359	+	0	23	2	0
chr10	118502364	+	0	23	2	0
chr10	118502370	+	0	23	2	0
chr10	118502385	+	0	23	2	0
chr10	118502463	+	0	31	0	0
chr10	118502466	+	0	31	0	0
chr10	118502474	+	0	32	0	0
chr10	118502480	+	0	32	0	0
chr10	118502484	+	0	32	0	0
chr10	118502486	+	0	31	0	0
chr10	118502571	+	1	42	3	0
chr10	118502574	+	1	42	3	0
chr10	118502576	+	1	42	3	0
chr10	118502592	+	1	42	3	0
chr10	118502624	+	0	37	2	0
chr10	118502632	+	0	37	2	0
chr10	118502643	+	0	37	2	0
chr10	118502649	+	0	37	2	0
chr10	118530958	+	0	0	0	53
chr10	118568562	+	0	0	0	25
chr10	118608618	+	0	0	0	54
chr10	118608652	+	0	0	0	20
chr10	118608745	+	0	52	4	1
chr10	118608753	+	0	52	4	1
chr10	118608755	+	0	52	4	0
chr10	118608768	+	0	52	4	1
chr10	118699038	+	0	0	0	57
chr10	118699062	+	0	0	0	57
chr10	118699071	+	0	0	0	56
chr10	118764370	+	0	31	1	0
chr10	118764376	+	0	31	1	0
chr10	118764383	+	0	30	1	0
chr10	118764393	+	0	31	1	0
chr10	118764400	+	0	29	1	0
chr10	118764606	+	0	62	5	5
chr10	118764630	+	0	62	5	6
chr10	118764633	+	0	62	5	4
chr10	118764635	+	0	62	5	1
chr10	118764885	+	0	22	2	0
chr10	118764888	+	0	22	2	0
chr10	118764890	+	0	22	2	0
chr10	118764898	+	0	22	2	0
chr10	118764900	+	0	22	2	0
chr10	118885698	+	0	0	0	23
chr10	118885760	+	31	4	13	0
chr10	118885769	+	31	4	13	0
chr10	118885776	+	31	4	13	0
chr10	118885787	+	31	4	13	0
chr10	118885837	+	29	2	7	0
chr10	118885844	+	29	2	7	0
chr10	118885847	+	29	2	7	0
chr10	118885850	+	29	2	7	0
chr10	118891071	+	1	21	4	0
chr10	118891077	+	1	21	4	1
chr10	118891081	+	1	21	4	1
chr10	118891090	+	1	21	4	1
chr10	118891135	+	2	32	9	0
chr10	118891141	+	2	32	9	0
chr10	118891150	+	2	32	9	0
chr10	118891155	+	2	32	9	0
chr10	118891157	+	2	32	9	0
chr10	118891164	+	2	31	9	0
chr10	118891169	+	2	29	9	0
chr10	118891655	+	0	0	0	51
chr10	118891663	+	0	0	0	51
chr10	118891670	+	0	0	0	51
chr10	118892423	+	0	0	0	57
chr10	118893562	+	0	0	0	13
chr10	118893575	+	0	0	0	13
chr10	118893582	+	0	0	0	13
chr10	118893822	+	0	13	16	0
chr10	118893827	+	0	13	15	0
chr10	118893830	+	0	13	15	0
chr10	118893833	+	0	13	15	0
chr10	118893836	+	0	13	15	0
chr10	118893842	+	0	13	15	0
chr10	118893845	+	0	13	15	0
chr10	118893849	+	0	13	15	0
chr10	118893879	+	1	38	5	1
chr10	118893893	+	1	38	5	1
chr10	118893895	+	1	38	5	1
chr10	118893900	+	1	38	5	0
chr10	118893908	+	0	31	2	0
chr10	118893950	+	1	10	5	0
chr10	118893954	+	1	10	5	0
chr10	118893957	+	1	10	5	0
chr10	118893967	+	1	10	5	0
chr10	118894103	+	0	0	0	57
chr10	118894110	+	0	0	0	57
chr10	118894180	+	0	0	0	50
chr10	118894209	+	0	0	0	48
chr10	118894243	+	0	13	10	0
chr10	118894248	+	0	13	10	0
chr10	118894266	+	0	13	10	0
chr10	118894269	+	0	13	10	0
chr10	118894310	+	0	0	0	45
chr10	118894337	+	0	0	0	44
chr10	118894340	+	0	0	0	44
chr10	118894394	+	10	29	20	1
chr10	118894416	+	10	29	20	2
chr10	118894418	+	10	29	20	2
chr10	118894426	+	10	29	20	1
chr10	118896008	+	5	1	8	0
chr10	118896012	+	5	1	8	0
chr10	118896018	+	5	1	8	0
chr10	118896027	+	5	1	8	0
chr10	118896029	+	5	1	8	0
chr10	118896039	+	5	1	8	0
chr10	118896525	+	0	0	0	25
chr10	118896534	+	0	0	0	25
chr10	118896556	+	0	0	0	23
chr10	118896723	+	0	47	6	0
chr10	118896737	+	0	47	6	0
chr10	118896740	+	0	47	6	0
chr10	118896742	+	0	47	6	0
chr10	118896749	+	0	46	6	0
chr10	118896755	+	0	44	6	0
chr10	118896816	+	1	22	5	0
chr10	118896819	+	1	22	5	0
chr10	118896825	+	1	22	5	0
chr10	118896829	+	1	22	5	0
chr10	118896836	+	1	22	5	0
chr10	118896840	+	1	22	4	0
chr10	118896842	+	1	21	4	0
chr10	118896846	+	1	21	4	0
chr10	118896910	+	2	14	5	0
chr10	118896917	+	2	14	5	0
chr10	118896919	+	2	14	5	0
chr10	118896935	+	2	14	5	0
chr10	118897063	+	0	22	3	0
chr10	118897067	+	0	22	3	0
chr10	118897073	+	0	22	2	0
chr10	118897075	+	0	22	2	0
chr10	118897095	+	0	22	2	0
chr10	118897280	+	0	74	10	0
chr10	118897286	+	0	74	10	0
chr10	118897299	+	0	74	10	0
chr10	118897301	+	0	74	10	0
chr10	118899465	+	0	0	0	13
chr10	118899491	+	0	0	0	13
chr10	118899604	+	4	20	30	0
chr10	118899610	+	4	20	30	0
chr10	118899615	+	4	20	30	0
chr10	118899619	+	4	20	30	0
chr10	118899628	+	4	20	30	0
chr10	118899635	+	3	16	27	0
chr10	118899638	+	2	16	26	0
chr10	118899686	+	0	16	7	14
chr10	118899689	+	0	16	7	13
chr10	118899702	+	0	16	7	14
chr10	118899718	+	0	16	7	1
chr10	118899788	+	5	15	22	2
chr10	118899791	+	5	15	22	1
chr10	118899811	+	5	15	22	2
chr10	118899816	+	5	15	22	1
chr10	118900246	+	0	16	9	8
chr10	118900250	+	0	16	9	8
chr10	118900264	+	0	16	9	8
chr10	118900278	+	0	13	9	0
chr10	118922441	+	0	0	0	35
chr10	118922462	+	0	0	0	35
chr10	118922467	+	0	0	0	35
chr10	118922536	+	0	38	7	0
chr10	118922543	+	0	38	7	0
chr10	118922547	+	0	38	7	0
chr10	118922554	+	0	38	7	0
chr10	118922564	+	0	38	7	0
chr10	118922647	+	4	18	11	5
chr10	118922661	+	4	18	11	5
chr10	118922672	+	4	18	11	2
chr10	118922677	+	4	18	11	0
chr10	118922681	+	4	18	8	0
chr10	118922710	+	0	41	6	5
chr10	118922725	+	0	41	6	5
chr10	118922736	+	0	41	6	5
chr10	118922742	+	0	41	6	0
chr10	118922841	+	0	30	14	3
chr10	118922861	+	0	30	14	3
chr10	118922864	+	0	30	14	0
chr10	118922867	+	0	30	14	2
chr10	118922909	+	1	34	6	0
chr10	118922925	+	1	34	6	0
chr10	118922928	+	1	34	6	0
chr10	118922932	+	1	34	6	0
chr10	118922939	+	1	32	5	0
chr10	118924709	+	0	0	0	61
chr10	118924714	+	0	0	0	61
chr10	118925665	+	0	0	0	92
chr10	118925751	+	0	0	0	32
chr10	118925781	+	0	0	0	31
chr10	118926217	+	0	0	0	90
chr10	118926468	+	0	0	0	49
chr10	118926471	+	0	0	0	49
chr10	118926475	+	0	0	0	49
chr10	118926551	+	0	0	0	39
chr10	118926575	+	0	0	0	39
chr10	118927211	+	0	0	0	33
chr10	118927380	+	3	5	6	3
chr10	118927398	+	3	5	6	3
chr10	118927407	+	3	5	6	2
chr10	118927412	+	3	5	6	0
chr10	118927685	+	0	0	0	47
chr10	118927696	+	0	0	0	47
chr10	118927717	+	0	0	0	45
chr10	118927742	+	0	0	0	45
chr10	118927750	+	0	0	0	45
chr10	118927772	+	0	0	0	45
chr10	118927813	+	0	0	0	39
chr10	118927829	+	0	0	0	38
chr10	118927839	+	0	0	0	38
chr10	118927892	+	0	22	0	0
chr10	118927895	+	0	22	0	0
chr10	118927905	+	0	22	0	0
chr10	118927914	+	0	22	0	0
chr10	118956011	+	0	0	0	39
chr10	118956023	+	0	0	0	39
chr10	118956845	+	0	0	0	59
chr10	118956876	+	0	0	0	57
chr10	118975749	+	0	0	0	38
chr10	118976260	+	0	26	0	0
chr10	118976267	+	0	26	0	0
chr10	118976279	+	0	26	0	0
chr10	118976293	+	0	26	0	0
chr10	118976409	+	0	0	0	29
chr10	118976428	+	0	0	0	29
chr10	118976668	+	1	84	13	2
chr10	118976675	+	1	84	13	2
chr10	118976677	+	1	84	13	2
chr10	118976701	+	1	84	13	0
chr10	118976732	+	0	0	0	49
chr10	118980558	+	0	0	0	22
chr10	118980592	+	0	0	0	23
chr10	118982135	+	0	0	0	47
chr10	118982226	+	0	0	0	16
chr10	119000453	+	2	32	12	0
chr10	119000464	+	2	31	12	0
chr10	119000466	+	2	32	12	0
chr10	119000470	+	2	32	12	0
chr10	119000472	+	2	32	12	0
chr10	119000476	+	2	31	12	0
chr10	119000481	+	2	30	10	0
chr10	119000589	+	1	58	19	1
chr10	119000593	+	1	58	19	1
chr10	119000607	+	1	58	19	1
chr10	119000610	+	1	57	19	0
chr10	119000613	+	1	58	18	0
chr10	119000616	+	0	58	17	0
chr10	119000621	+	0	50	9	0
chr10	119000653	+	1	66	31	1
chr10	119000661	+	1	66	31	1
chr10	119000673	+	1	66	31	1
chr10	119000678	+	1	65	31	0
chr10	119000682	+	1	62	31	0
chr10	119000787	+	0	0	0	47
chr10	119001089	+	0	43	3	0
chr10	119001094	+	0	43	3	0
chr10	119001096	+	0	43	3	0
chr10	119001098	+	0	43	3	0
chr10	119001111	+	0	43	3	0
chr10	119001119	+	0	43	3	0
chr10	119001121	+	0	42	2	0
chr10	119001152	+	0	51	6	0
